City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
378,rudbar,0,AF,1580454380,33,30.15,62.6,53.85,1.45
379,alofi,100,NU,1580454380,83,-19.06,-169.92,82.4,13.18
380,itoman,40,JP,1580454380,51,26.12,127.67,62.6,18.34
381,muros,90,ES,1580454381,100,42.78,-9.06,60.01,10.29
382,dhidhdhoo,39,MV,1580454381,72,6.88,73.1,82.0,15.1
383,ozu,20,JP,1580454381,49,33.5,132.55,48.2,5.82
384,nanortalik,17,GL,1580454381,65,60.14,-45.24,13.24,16.24
385,miranda,40,CO,1580454382,94,3.25,-76.23,68.0,2.24
386,san jose,1,US,1580454116,93,37.34,-121.89,54.0,0.96
387,raga,73,SS,1580454382,20,8.46,25.68,63.79,4.07
388,lindi,75,TZ,1580454382,94,-10.0,39.72,77.0,9.17
389,talara,98,PE,1580454382,91,-4.58,-81.27,73.78,13.0
390,proletariy,97,RU,1580454383,91,58.43,31.7,27.21,3.22
391,petrykivka,67,UA,1580454383,86,48.73,34.64,33.8,8.95
392,moerai,98,PF,1580454383,82,-22.43,-151.33,79.72,25.26
393,margate,100,GB,1580454383,93,51.38,1.39,48.99,12.75
394,mega,61,ET,1580454384,48,4.05,38.3,74.37,7.87
395,severo-yeniseyskiy,98,RU,1580454384,91,60.37,93.04,-11.24,6.22
396,nishihara,40,JP,1580454384,51,26.18,127.76,62.6,18.34
397,aranos,0,NA,1580454384,28,-24.13,19.12,80.46,11.92
398,maraa,92,BR,1580454384,96,-1.83,-65.37,74.64,2.26
399,lodwar,100,KE,1580454385,54,3.12,35.6,82.08,2.75
400,presidencia roque saenz pena,0,AR,1580454385,83,-26.79,-60.44,66.45,4.32
401,hovd,3,MN,1580454385,58,48.01,91.64,2.35,4.14
402,peniche,90,PT,1580454386,100,39.36,-9.38,61.0,3.36
403,hastings,100,GB,1580454110,100,50.86,0.57,48.99,19.46
404,kattivakkam,20,IN,1580454386,66,13.22,80.32,86.0,5.82
405,odweyne,98,SO,1580454386,20,9.41,45.06,72.18,2.77
406,thies,0,SN,1580454387,39,14.83,-17.11,78.8,13.87
407,bronnoysund,40,NO,1580454387,59,65.46,12.2,37.4,26.4
408,klaksvik,100,FO,1580454387,100,62.23,-6.59,35.6,4.7
409,naze,75,JP,1580454388,62,28.37,129.48,59.0,10.29
410,surt,0,LY,1580454388,87,31.21,16.59,51.48,2.28
411,truth or consequences,1,US,1580454388,39,33.13,-107.25,44.6,12.75
412,port-cartier,20,CA,1580454388,70,50.03,-66.87,-5.8,4.7
413,lorengau,100,PG,1580454388,79,-2.02,147.27,84.09,11.68
414,mogadishu,75,SO,1580454267,61,2.04,45.34,82.4,14.99
415,santa cruz de tenerife,0,ES,1580454389,23,28.47,-16.25,68.0,6.93
416,catacamas,11,HN,1580454389,98,14.8,-85.9,61.57,1.57
417,kulunda,0,RU,1580454389,92,52.57,78.94,-2.65,5.41
418,katangli,0,RU,1580454390,89,51.71,143.23,4.8,3.18
419,tutoia,100,BR,1580454390,94,-2.76,-42.27,74.39,6.26
420,dumka,0,IN,1580454390,33,24.27,87.25,70.5,8.05
421,teya,100,RU,1580454390,89,60.38,92.63,-11.07,4.07
422,camocim,100,BR,1580454390,95,-2.9,-40.84,74.5,2.37
423,esso,2,RU,1580454391,99,55.93,158.7,-9.6,3.8
424,wanning,9,CN,1580454391,52,18.8,110.4,69.19,7.56
425,berlevag,40,NO,1580454183,78,70.86,29.09,17.6,31.09
426,melita,86,CA,1580454392,95,49.27,-101.0,24.01,4.61
427,shitanjing,0,CN,1580454305,23,39.23,106.34,36.54,2.73
428,tual,0,ID,1580454392,71,-5.67,132.75,85.15,10.07
429,biltine,2,TD,1580454392,20,14.53,20.92,59.99,12.19
430,kavieng,100,PG,1580454392,77,-2.57,150.8,84.52,11.59
431,kulhudhuffushi,10,MV,1580454393,72,6.62,73.07,82.44,15.03
432,anzio,40,IT,1580454393,76,41.49,12.62,54.0,4.7
433,hami,66,CN,1580454393,64,42.8,93.45,17.28,1.23
434,paraguacu paulista,88,BR,1580454393,97,-22.41,-50.58,70.25,5.35
435,calderitas,20,MX,1580454394,92,18.55,-88.25,75.56,6.31
436,bani,50,DO,1580454394,79,18.28,-70.33,73.99,3.0
437,los llanos de aridane,0,ES,1580454394,48,28.66,-17.92,66.0,2.24
438,abyek,75,IR,1580454394,64,36.07,50.55,37.4,4.7
439,henderson,1,US,1580454242,37,36.04,-114.98,53.6,3.36
440,talnakh,40,RU,1580454395,74,69.49,88.4,-25.6,15.66
441,kamina,100,CD,1580454395,92,-8.74,24.99,66.72,1.57
442,baker city,75,US,1580454176,91,44.77,-117.83,41.0,10.29
443,laguna de perlas,0,NI,1580454395,70,12.34,-83.67,79.86,8.79
444,imeni zhelyabova,99,RU,1580454395,94,58.95,36.6,18.66,5.79
445,nanakuli,1,US,1580454396,78,21.39,-158.15,77.0,3.36
446,urumqi,93,CN,1580454396,78,43.8,87.6,15.8,4.47
447,ak-dovurak,96,RU,1580454396,78,51.18,90.6,-4.38,2.66
448,sambava,86,MG,1580454396,61,-14.27,50.17,82.9,3.85
449,moron,0,AR,1580454243,87,-34.65,-58.62,62.6,2.24
450,adre,59,TD,1580454397,26,13.47,22.2,55.78,14.05
451,along,99,IN,1580454397,96,28.17,94.77,48.33,3.27
452,takoradi,9,GH,1580454397,97,4.88,-1.76,75.56,1.5
453,karratha,31,AU,1580454397,64,-20.74,116.85,82.94,24.96
454,cheremukhovo,100,RU,1580454398,97,60.35,59.99,-6.74,5.77
455,riohacha,30,CO,1580454398,90,11.54,-72.91,73.54,6.46
456,pecos,1,US,1580454398,72,31.42,-103.49,35.6,4.7
457,puerto madero,40,MX,1580454398,100,14.72,-92.42,69.8,4.83
458,mpophomeni,45,ZA,1580454398,86,-29.57,30.19,75.99,1.01
459,kumluca,0,TR,1580454399,47,36.37,30.29,40.8,8.14
460,malhargarh,0,IN,1580454399,32,24.28,74.98,66.94,6.64
461,rio gallegos,89,AR,1580454399,61,-51.62,-69.22,50.0,13.87
462,boende,96,CD,1580454400,90,-0.22,20.87,73.76,4.0
463,harer,100,ET,1580454400,59,9.31,42.13,64.89,4.14
464,locri,0,IT,1580454400,87,38.24,16.26,55.0,4.7
465,san fernando,75,PH,1580454400,58,15.03,120.69,84.2,6.93
466,nhulunbuy,20,AU,1580454401,52,-12.23,136.77,93.2,17.22
467,hervey bay,1,AU,1580454401,48,-25.3,152.85,87.8,14.99
468,lichinga,100,MZ,1580454401,90,-13.31,35.24,73.33,3.53
469,leningradskiy,100,RU,1580454402,96,69.38,178.42,-15.56,6.62
470,petrivka,42,UA,1580454402,86,46.97,30.96,33.8,8.95
471,palmer,1,US,1580454402,79,42.16,-72.33,26.01,3.36
472,am timan,95,TD,1580454402,15,11.03,20.28,62.85,4.92
473,olinda,40,BR,1580454178,69,-8.01,-34.86,82.4,3.36
474,port augusta,40,AU,1580454403,29,-32.5,137.77,104.0,26.4
475,jacareacanga,4,BR,1580454184,87,-6.22,-57.75,73.35,0.89
476,edgewater,90,US,1580454403,87,28.99,-80.9,61.0,5.82
477,churapcha,74,RU,1580454403,96,62.0,132.43,-10.89,1.86
478,rivera,9,UY,1580454404,98,-30.91,-55.55,61.93,4.34
479,redmond,90,US,1580454303,93,47.67,-122.12,51.01,4.7
480,karatu,98,TZ,1580454404,75,-3.33,35.67,69.51,4.63
481,sinnamary,81,GF,1580454404,82,5.38,-52.95,78.93,19.04
482,kampong cham,51,KH,1580454405,36,11.99,105.46,90.64,3.98
483,tarko-sale,56,RU,1580454405,96,64.92,77.78,-25.4,4.79
484,pitimbu,17,BR,1580454405,88,-7.47,-34.81,77.0,3.36
485,roald,75,NO,1580454405,66,62.58,6.13,44.6,14.99
486,kasempa,100,ZM,1580454406,97,-13.46,25.83,65.53,2.8
487,caravelas,38,BR,1580454406,84,-17.71,-39.25,79.23,8.32
488,itupeva,100,BR,1580454406,83,-23.15,-47.06,73.4,10.29
489,uvalde,90,US,1580454406,81,29.37,-99.77,50.0,5.55
490,kamalpur,75,IN,1580454406,78,24.2,91.83,73.4,3.36
491,moengo,32,SR,1580454407,97,5.62,-54.4,72.72,2.95
492,pakhtakoron,97,TJ,1580454407,23,40.16,68.75,45.77,3.87
493,thomaston,1,US,1580454407,70,32.89,-84.33,48.2,8.05
494,popondetta,46,PG,1580454407,82,-8.75,148.25,79.12,1.16
495,sioux falls,90,US,1580454219,97,43.55,-96.7,33.01,8.05
496,vincennes,100,FR,1580454408,87,48.85,2.43,53.6,10.29
497,kokopo,100,PG,1580454408,73,-4.35,152.26,84.72,6.76
498,okhotsk,26,RU,1580454408,63,59.38,143.3,-6.25,1.92
499,pasighat,83,IN,1580454409,59,28.07,95.33,65.28,5.03
500,magadan,0,RU,1580454409,60,59.57,150.8,-1.98,1.57
501,nantucket,1,US,1580454409,79,41.28,-70.1,30.99,3.36
502,daru,80,PG,1580454410,73,-9.08,143.21,87.08,4.03
503,batagay-alyta,100,RU,1580454410,98,67.8,130.41,-10.07,3.0
504,powell river,90,CA,1580454410,93,49.85,-124.54,44.6,12.75
505,celestun,12,MX,1580454410,80,20.87,-90.4,72.64,16.28
506,kanniyakumari,1,IN,1580454410,74,8.08,77.57,80.37,22.37
507,vanimo,64,PG,1580454411,82,-2.67,141.3,83.1,17.29
508,okrika,30,NG,1580454411,92,4.74,7.08,76.23,4.45
509,san policarpo,77,PH,1580454411,68,12.18,125.51,80.98,13.49
510,qujing,71,CN,1580454247,62,25.48,103.78,51.82,18.34
511,kon tum,8,VN,1580454415,38,14.35,108.0,80.28,6.69
512,cordoba,0,AR,1580454294,82,-31.41,-64.18,66.99,9.17
513,dingle,67,PH,1580454420,69,11.0,122.67,81.19,13.22
514,ballina,0,AU,1580454420,69,-28.87,153.57,87.8,17.22
515,road town,1,VG,1580454420,88,18.42,-64.62,77.0,3.36
516,poya,0,NC,1580454421,80,-21.35,165.15,79.86,20.0
517,dicabisagan,96,PH,1580454421,84,17.08,122.42,68.31,13.91
518,kieta,100,PG,1580454421,71,-6.22,155.63,84.96,5.59
519,fare,100,PF,1580454422,73,-16.7,-151.02,81.75,4.12
520,ardakan,0,IR,1580454422,33,32.31,54.02,46.4,9.17
521,shetpe,81,KZ,1580454422,80,44.17,52.12,42.46,11.86
522,vardo,40,NO,1580454183,67,70.37,31.11,17.6,17.22
523,georgiyevka,0,KZ,1580454422,73,43.04,74.71,24.8,6.71
524,brae,75,GB,1580454423,75,60.4,-1.35,44.6,27.51
525,parys,100,FR,1580454306,93,48.85,2.35,53.6,9.17
526,biak,100,ID,1580454426,67,-0.91,122.88,85.19,5.55
527,staryy nadym,15,RU,1580454426,99,65.61,72.68,-24.5,1.1
528,kiama,28,AU,1580454426,58,-34.68,150.87,96.01,11.41
529,sao filipe,0,CV,1580454427,62,14.9,-24.5,73.89,10.74
530,tonekabon,0,IR,1580454427,71,36.82,50.87,55.4,5.59
531,zaykovo,100,RU,1580454427,94,57.56,62.76,15.91,8.52
532,yar-sale,5,RU,1580454428,99,66.83,70.83,-24.47,3.31
533,constitucion,0,CL,1580454428,52,-35.33,-72.42,58.86,3.27
534,turukhansk,45,RU,1580454428,96,65.82,87.98,-19.37,5.68
535,verkh-usugli,100,RU,1580454429,69,52.7,115.17,11.86,4.5
536,bollnas,100,SE,1580454429,98,61.35,16.39,32.0,3.02
537,tucumcari,20,US,1580454429,45,35.17,-103.72,42.8,21.92
538,yarovoye,0,RU,1580454138,93,52.93,78.58,-3.28,5.99
539,vostok,100,RU,1580454430,88,46.49,135.88,11.32,2.93
540,guanica,0,PR,1580454430,39,17.97,-66.91,75.0,3.71
541,malpe,40,IN,1580454430,54,13.35,74.72,84.2,6.93
542,somovo,90,RU,1580454430,97,51.74,39.37,33.8,6.71
543,vancouver,90,CA,1580454264,93,49.25,-123.12,48.2,13.87
544,coxim,100,BR,1580454251,95,-18.51,-54.76,73.96,0.96
545,high rock,53,BS,1580454431,69,26.62,-78.28,70.23,6.82
